बुध	ुधव	धवा	वार	ार_	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

वाट	ाटर	टर_	र__	___	
प्र	्रू	रूफ	ूफ_	फ__	
नही	हीं	ीं_	ं__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

कीम	ीमत	मत_	त__	___	
250	50_	0__	___	___	
डॉल	ॉलर	लर_	र__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

उपय	पयो	योग	ोग_	ग__	
में	ें_	ं__	___	___	
सहज	हज_	ज__	___	___	
नही	हीं	ीं_	ं__	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

पॉव	ॉवर	वर_	र__	___	
के_	े__	___	___	___	
लिह	िहा	हाज	ाज_	ज__	
से_	े__	___	___	___	
भवि	विष	िष्	ष्य	्य_	
का_	ा__	___	___	___	
स्म	्मा	मार	ार्	र्ट	
वॉच	ॉच_	च__	___	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

140	40_	0__	___	___	
मिल	िली	ली_	ी__	___	
एंप	ंपि	पिय	ियर	यर_	
ऑवर	वर_	र__	___	___	
की_	ी__	___	___	___	
बैट	ैटर	टरी	री_	ी__	
क्ष	्षम	षमत	मता	ता_	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

कंप	ंपा	पास	ास_	स__	
,__	___	___	___	___	
एंब	ंबि	बिए	िएं	एंट	
लाइ	ाइट	इट_	ट__	___	
,__	___	___	___	___	
एक_	क__	___	___	___	
सप्	प्त	्ता	ताह	ाह_	
तक_	क__	___	___	___	
रिच	िचा	चार	ार्	र्ज	
की_	ी__	___	___	___	
जरू	रूर	ूरत	रत_	त__	
नही	हीं	ीं_	ं__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

वाट	ाटर	टर_	र__	___	
प्र	्रू	रूफ	ूफ_	फ__	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

कीम	ीमत	मत_	त__	___	
249	49_	9__	___	___	
डॉल	ॉलर	लर_	र__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

रेट	ेट्	ट्र	्रो	रो_	
लुक	ुक_	क__	___	___	
वाल	ाला	ला_	ा__	___	
डिज	िज़	ज़ा	़ाइ	ाइन	
,__	___	___	___	___	
उपय	पयो	योग	ोग_	ग__	
में	ें_	ं__	___	___	
सबस	बसे	से_	े__	___	
सहज	हज_	ज__	___	___	
स्म	्मा	मार	ार्	र्ट	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

एलई	लईड	ईडी	डी_	ी__	
स्क	्क्	क्र	्री	रीन	
,__	___	___	___	___	
225	25_	5__	___	___	
मिल	िली	ली_	ी__	___	
एंप	ंपि	पिय	ियर	यर_	
ऑवर	वर_	र__	___	___	
की_	ी__	___	___	___	
बैट	ैटर	टरी	री_	ी__	
क्ष	्षम	षमत	मता	ता_	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

वाट	ाटर	टर_	र__	___	
प्र	्रू	रूप	ूप_	प__	
में	ें_	ं__	___	___	
एक_	क__	___	___	___	
किल	िलो	लोम	ोमी	मीट	
तक_	क__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

बटन	टन_	न__	___	___	
सेल	ेल_	ल__	___	___	
बैट	ैटर	टरी	री_	ी__	
पर_	र__	___	___	___	
मही	हीन	ीने	ने_	े__	
पर_	र__	___	___	___	
चल_	ल__	___	___	___	
सकत	कती	ती_	ी__	___	
है_	ै__	___	___	___	
कूक	ूकू	कू_	ू__	___	
2।_	।__	___	___	___	
EOL	OL_	L__	___	___	

कीम	ीमत	मत_	त__	___	
150	50_	0__	___	___	
डॉल	ॉलर	लर_	र__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

कूक	ूकू	कू_	ू__	___	
के_	े__	___	___	___	
दाव	ावे	वे_	े__	___	
के_	े__	___	___	___	
मुत	ुता	ताब	ाबि	बिक	
वॉच	ॉच_	च__	___	___	
को_	ो__	___	___	___	
साल	ाल_	ल__	___	___	
भर_	र__	___	___	___	
चार	ार्	र्ज	्ज_	ज__	
करन	रने	ने_	े__	___	
की_	ी__	___	___	___	
जरू	रूर	ूरत	रत_	त__	
नही	हीं	ीं_	ं__	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

लेक	ेकि	किन	िन_	न__	
फ़ो	़ोन	ोन_	न__	___	
ऐप_	प__	___	___	___	
के_	े__	___	___	___	
माम	ामल	मले	ले_	े__	
में	ें_	ं__	___	___	
औसत	सत_	त__	___	___	
स्म	्मा	मार	ार्	र्ट	
वॉच	ॉच_	च__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

एलस	लसी	सीड	ीडी	डी_	
स्क	्क्	क्र	्री	रीन	
,__	___	___	___	___	
पूर	ूरी	री_	ी__	___	
तरह	रह_	ह__	___	___	
चार	ार्	र्ज	्ज_	ज__	
होन	ोने	ने_	े__	___	
पर_	र__	___	___	___	
3-4	-4_	4__	___	___	
दिन	िनो	नों	ों_	ं__	
तक_	क__	___	___	___	
रिच	िचा	चार	ार्	र्ज	
की_	ी__	___	___	___	
जरू	रूर	ूरत	रत_	त__	
नही	हीं	ीं_	ं__	___	
,__	___	___	___	___	
पैड	ैडो	डोम	ोमी	मीट	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

वाट	ाटर	टर_	र__	___	
प्र	्रू	रूफ	ूफ_	फ__	
नही	हीं	ीं_	ं__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

4__	___	___	___	___	
से_	े__	___	___	___	
7__	___	___	___	___	
साल	ाल_	ल__	___	___	
के_	े__	___	___	___	
बच्	च्च	्चो	चों	ों_	
के_	े__	___	___	___	
लिए	िए_	ए__	___	___	
फ़ि	़िट	िटन	टने	नेस	
रिल	िले	लेट	ेटे	टेड	
गेम	ेम्	म्स	्स_	स__	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

कीम	ीमत	मत_	त__	___	
45_	5__	___	___	___	
डॉल	ॉलर	लर_	र__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इस_	स__	___	___	___	
स्‍	्‍म	‍मा	मार	ार्	
की_	ी__	___	___	___	
डिज	िजा	जाइ	ाइन	इन_	
काफ	ाफी	फी_	ी__	___	
कुछ	ुछ_	छ__	___	___	
सैम	ैमस	मसं	संग	ंग_	
की_	ी__	___	___	___	
पिछ	िछल	छली	ली_	ी__	
स्‍	्‍म	‍मा	मार	ार्	
गैल	ैले	लेक	ेक्	क्‍	
गिय	ियर	यर_	र__	___	
जैस	ैसी	सी_	ी__	___	
लगत	गती	ती_	ी__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इस_	स__	___	___	___	
वॉच	ॉच_	च__	___	___	
में	ें_	ं__	___	___	
सैम	ैमस	मसं	संग	ंग_	
ने_	े__	___	___	___	
सार	ारे	रे_	े__	___	
इनप	नपु	पुट	ुट_	ट__	
बटन	टन्	न्‍	्‍स	‍स_	
वॉच	ॉच_	च__	___	___	
के_	े__	___	___	___	
डाय	ायल	यल_	ल__	___	
में	ें_	ं__	___	___	
फिक	िक्	क्‍	्‍स	‍स_	
किए	िए_	ए__	___	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इसल	सलि	लिए	िए_	ए__	
आप_	प__	___	___	___	
आसा	सान	ानी	नी_	ी__	
से_	े__	___	___	___	
अपन	पनी	नी_	ी__	___	
वॉच	ॉच_	च__	___	___	
का_	ा__	___	___	___	
स्‍	्‍ट	‍ट्	ट्र	्रे	
चें	ेंज	ंज_	ज__	___	
कर_	र__	___	___	___	
सकत	कते	ते_	े__	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

यह_	ह__	___	___	___	
चें	ेंज	ंज_	ज__	___	
इस_	स__	___	___	___	
डिव	िवा	वाइ	ाइस	इस_	
को_	ो__	___	___	___	
स्‍	्‍ट	‍टा	टाइ	ाइल	
भी_	ी__	___	___	___	
बना	नात	ाता	ता_	ा__	
है_	ै__	___	___	___	
क्‍	्‍य	‍यो	यों	ोंक	
यंग	ंग_	ग__	___	___	
गिय	ियर	यर_	र__	___	
2__	___	___	___	___	
यूज	ूजर	जर्	र्स	्स_	
इस_	स__	___	___	___	
वॉच	ॉच_	च__	___	___	
को_	ो__	___	___	___	
अपन	पने	ने_	े__	___	
स्‍	्‍ट	‍टा	टाइ	ाइल	
स्‍	्‍ट	‍टे	टेट	ेटम	
से_	े__	___	___	___	
मैच	ैच_	च__	___	___	
कर_	र__	___	___	___	
सकत	कते	ते_	े__	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

डिव	िवा	वाइ	ाइस	इस_	
की_	ी__	___	___	___	
बॉड	ॉडी	डी_	ी__	___	
स्‍	्‍ट	‍टे	टेन	ेनल	
स्‍	्‍ट	‍टी	टील	ील_	
की_	ी__	___	___	___	
बनी	नी_	ी__	___	___	
हुई	ुई_	ई__	___	___	
है_	ै__	___	___	___	
जो_	ो__	___	___	___	
इस_	स__	___	___	___	
स्‍	्‍म	‍मा	मार	ार्	
को_	ो__	___	___	___	
एक_	क__	___	___	___	
प्र	्री	रीम	ीमि	मिय	
लुक	ुक_	क__	___	___	
देत	ेता	ता_	ा__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

पॉव	ॉवर	वर_	र__	___	
बटन	टन_	न__	___	___	
को_	ो__	___	___	___	
डिव	िवा	वाइ	ाइस	इस_	
के_	े__	___	___	___	
फ्र	्रं	रंट	ंट_	ट__	
में	ें_	ं__	___	___	
लाय	ाया	या_	ा__	___	
गया	या_	ा__	___	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इसक	सके	के_	े__	___	
अला	लाव	ावा	वा_	ा__	
डिव	िवा	वाइ	ाइस	इस_	
के_	े__	___	___	___	
फ्र	्रं	रंट	ंट_	ट__	
एंड	ंड_	ड__	___	___	
में	ें_	ं__	___	___	
दूस	ूसर	सरी	री_	ी__	
ओर_	र__	___	___	___	
2__	___	___	___	___	
मेग	ेगा	गाप	ापि	पिक	
कैम	ैमर	मरा	रा_	ा__	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इस_	स__	___	___	___	
स्‍	्‍म	‍मा	मार	ार्	
में	ें_	ं__	___	___	
हार	ार्	र्ट	्टर	टरे	
सें	ेंस	ंसर	सर_	र__	
भी_	ी__	___	___	___	
अवे	वेल	ेले	लेब	ेबल	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

डिव	िवा	वाइ	ाइस	इस_	
में	ें_	ं__	___	___	
ज्‍	्‍य	‍या	याद	ादा	
वजन	जन_	न__	___	___	
नही	ही_	ी__	___	___	
है_	ै__	___	___	___	
इ‍स	‍सल	सलि	लिए	िए_	
आप_	प__	___	___	___	
इस_	स__	___	___	___	
डिव	िवा	वाइ	ाइस	इस_	
को_	ो__	___	___	___	
सार	ारे	रे_	े__	___	
दिन	िन_	न__	___	___	
पहन	हने	ने_	े__	___	
रह_	ह__	___	___	___	
सकत	कते	ते_	े__	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इसक	सके	के_	े__	___	
साथ	ाथ_	थ__	___	___	
ही_	ी__	___	___	___	
डिव	िवा	वाइ	ाइस	इस_	
के_	े__	___	___	___	
टच_	च__	___	___	___	
पैन	ैनल	नल_	ल__	___	
की_	ी__	___	___	___	
सेस	ेसि	सिट	िटि	टिव	
काफ	ाफी	फी_	ी__	___	
बढि	ढि़	ि़य	़या	या_	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

डिव	िवा	वाइ	ाइस	इस_	
IP6	P67	67_	7__	___	
सर्	र्ट	्टि	टिफ	िफि	
मिल	िला	ला_	ा__	___	
हुआ	ुआ_	आ__	___	___	
है_	ै__	___	___	___	
इसल	सलि	लिए	िए_	ए__	
इस_	स__	___	___	___	
डिव	िवा	वाइ	ाइस	इस_	
को_	ो__	___	___	___	
पान	ानी	नी_	ी__	___	
से_	े__	___	___	___	
काई	ाई_	ई__	___	___	
खतर	तरा	रा_	ा__	___	
नही	ही_	ी__	___	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

वॉच	ॉच_	च__	___	___	
का_	ा__	___	___	___	
इंट	ंटर	टरफ	रफे	फेस	
बिल	िलक	लकु	कुल	ुल_	
गैल	ैले	लेक	ेक्	क्‍	
गिय	ियर	यर_	र__	___	
जैस	ैसा	सा_	ा__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इस_	स__	___	___	___	
वॉच	ॉच_	च__	___	___	
में	ें_	ं__	___	___	
एस_	स__	___	___	___	
वॉय	ॉयस	यस_	स__	___	
नाम	ाम_	म__	___	___	
की_	ी__	___	___	___	
नेच	ेचू	चूर	ूरल	रल_	
लें	ेंग	ंग्	ग्‍	्‍व	
आईड	ईडे	डें	ेंट	ंटि	
फीच	ीचर	चर_	र__	___	
है_	ै__	___	___	___	
हाल	ाला	लां	ांक	ंकि	
इस_	स__	___	___	___	
फीच	ीचर	चर_	र__	___	
को_	ो__	___	___	___	
आवा	वाज	ाज_	ज__	___	
इंट	ंटर	टरप	रप्	प्र	
करन	रने	ने_	े__	___	
में	ें_	ं__	___	___	
थोड	ोड़	ड़ी	़ी_	ी__	
प्र	्रॉ	रॉब	ॉब्	ब्‍	
होत	ोती	ती_	ी__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इस_	स__	___	___	___	
डिव	िवा	वाइ	ाइस	इस_	
में	ें_	ं__	___	___	
स्‍	्‍प	‍पे	पेश	ेशल	
फिट	िटन	टने	नेस	ेस_	
फीच	ीचर	चर्	र्स	्स_	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

यह_	ह__	___	___	___	
डिव	िवा	वाइ	ाइस	इस_	
हार	ार्	र्ट	्ट_	ट__	
रेट	ेट_	ट__	___	___	
सें	ेंस	ंसर	सर_	र__	
के_	े__	___	___	___	
साथ	ाथ_	थ__	___	___	
स्‍	्‍ल	‍ली	लीप	ीप_	
साइ	ाइक	इकल	कल_	ल__	
,__	___	___	___	___	
एक्	क्‍	्‍स	‍सर	सरस	
रूट	ूटी	टीन	ीन_	न__	
को_	ो__	___	___	___	
फॉल	ॉलो	लो_	ो__	___	
करत	रता	ता_	ा__	___	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इसक	सके	के_	े__	___	
अला	लाव	ावा	वा_	ा__	
फोन	ोन_	न__	___	___	
में	ें_	ं__	___	___	
स्‍	्‍ट	‍टे	टें	ेंड	
म्‍	्‍य	‍यू	यूज	ूजि	
प्‍	्‍ल	‍ले	लेय	ेयर	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

गान	ानो	नों	ों_	ं__	
को_	ो__	___	___	___	
स्‍	्‍ट	‍टो	टोर	ोर_	
करन	रने	ने_	े__	___	
के_	े__	___	___	___	
लिए	िए_	ए__	___	___	
आपक	पको	को_	ो__	___	
4__	___	___	___	___	
जीब	ीबी	बी_	ी__	___	
का_	ा__	___	___	___	
इंट	ंटर	टरन	रनल	नल_	
स्‍	्‍ट	‍टो	टोर	ोरे	
मिल	िलत	लता	ता_	ा__	
है_	ै__	___	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इस_	स__	___	___	___	
प्‍	्‍ल	‍ले	लेय	ेयर	
से_	े__	___	___	___	
आप_	प__	___	___	___	
ब्‍	्‍ल	‍लू	लूट	ूटू	
हेड	ेडफ	डफो	फोन	ोन_	
से_	े__	___	___	___	
भी_	ी__	___	___	___	
गान	ाने	ने_	े__	___	
सुन	ुन_	न__	___	___	
सकत	कते	ते_	े__	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इन_	न__	___	___	___	
सार	ारे	रे_	े__	___	
फीच	ीचर	चर्	र्स	्स_	
के_	े__	___	___	___	
अला	लाव	ावा	वा_	ा__	
इस_	स__	___	___	___	
स्‍	्‍म	‍मा	मार	ार्	
में	ें_	ं__	___	___	
वॉच	ॉचऑ	चऑन	ऑन_	न__	
नाम	ाम_	म__	___	___	
की_	ी__	___	___	___	
एप_	प__	___	___	___	
है_	ै__	___	___	___	
जिस	िसस	ससे	से_	े__	
आप_	प__	___	___	___	
टीव	ीवी	वी_	ी__	___	
को_	ो__	___	___	___	
मैन	ैने	नेज	ेज_	ज__	
कर_	र__	___	___	___	
सकत	कते	ते_	े__	___	
हैं	ैं_	ं__	___	___	
।__	___	___	___	___	
EOL	OL_	L__	___	___	

इस_	स__	___	___	___	
वॉच	ॉच_	च__	___	___	
में	ें_	ं__	___	___	
थर्	र्ड	्ड_	ड__	___	
पार	ार्	र्ट	्टी	टी_	
एप्	प्‍	्‍स	‍स_	स__	
